"state","surveyResult","landmarks__name","landmarks__image_url","landmarks__url","landmarks__rating","landmarks__location__address1","landmarks__location__address2","landmarks__location__address3","landmarks__location__city","landmarks__location__zip_code","landmarks__location__country","landmarks__location__state","landmarks__location__display_address__001","landmarks__location__display_address__002","landmarks__location__display_address__003"
"","","HEB Center","https://s3-media2.fl.yelpcdn.com/bphoto/Ob90KS33sJySZ980B1Ry9g/o.jpg","https://www.yelp.com/biz/heb-center-cedar-park?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","2100 Ave Of The Stars","","","Cedar Park","78613","US","TX","2100 Ave Of The Stars","Cedar Park, TX 78613",""
"","","Pennybacker Bridge","https://s3-media1.fl.yelpcdn.com/bphoto/7D2pc-H5Lq4Fjtsqpr3NQw/o.jpg","https://www.yelp.com/biz/pennybacker-bridge-austin?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","Loop 360 And Lake Austin","","","Austin","78746","US","TX","Loop 360 And Lake Austin","Austin, TX 78746",""
"","","Texas Capitol Visitors Center","https://s3-media2.fl.yelpcdn.com/bphoto/fcOnX-8mZIW3e8aELGEfww/o.jpg","https://www.yelp.com/biz/texas-capitol-visitors-center-austin?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","112 E 11th St","","","Austin","78701","US","TX","112 E 11th St","Austin, TX 78701",""
"Florida","Jacksonville","Memorial Park","https://s3-media2.fl.yelpcdn.com/bphoto/mgiNzkv3_aLZG7LULq7Ynw/o.jpg","https://www.yelp.com/biz/memorial-park-jacksonville-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","5.0","1620 Riverside Ave","","","Jacksonville","32204","US","FL","1620 Riverside Ave","Jacksonville, FL 32204",""
"","","Kingsley Plantation","https://s3-media1.fl.yelpcdn.com/bphoto/xV1nv7al0rPDK9t0dasU5g/o.jpg","https://www.yelp.com/biz/kingsley-plantation-jacksonville?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","11676 Palmetto Ave","null","null","Jacksonville","32226","US","FL","11676 Palmetto Ave","Jacksonville, FL 32226",""
"","","Buckman Bridge","https://s3-media3.fl.yelpcdn.com/bphoto/8rKl7UDlcUcfoEcg8ATkBQ/o.jpg","https://www.yelp.com/biz/buckman-bridge-jacksonville?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","","","","Jacksonville","32257","US","FL","Jacksonville, FL 32257","",""
"","","Rex, the Beach Blvd Dinosaur","https://s3-media1.fl.yelpcdn.com/bphoto/MiBwhTYV8q8IhLa9WK3q6Q/o.jpg","https://www.yelp.com/biz/rex-the-beach-blvd-dinosaur-jacksonville?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","5.0","10150 Beach Blvd","","In front of Q Ball Billiards","Jacksonville","32246","US","FL","10150 Beach Blvd","In front of Q Ball Billiards","Jacksonville, FL 32246"
"","","Friendship Fountain","https://s3-media1.fl.yelpcdn.com/bphoto/1l6C_KRrH4Lae-JoWJaHzA/o.jpg","https://www.yelp.com/biz/friendship-fountain-jacksonville?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1015 Museum Cir","","","Jacksonville","32207","US","FL","1015 Museum Cir","Jacksonville, FL 32207",""
"Texas","Fort Worth","Founders Plaza Observation Area","https://s3-media2.fl.yelpcdn.com/bphoto/imZKH61Qhewwx0TymTjqDQ/o.jpg","https://www.yelp.com/biz/founders-plaza-observation-area-dfw-airport?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","1700 N Airfield Dr","","","DFW Airport","75261","US","TX","1700 N Airfield Dr","DFW Airport, TX 75261",""
"","","Fort Worth Stockyards","https://s3-media1.fl.yelpcdn.com/bphoto/nTNVXVvgRlX4vomfmehDAQ/o.jpg","https://www.yelp.com/biz/fort-worth-stockyards-fort-worth?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","5.0","130 E Exchange Ave","null","","Fort Worth","76164","US","TX","130 E Exchange Ave","Fort Worth, TX 76164",""
"","","Lee Harvey Oswald's Grave","https://s3-media1.fl.yelpcdn.com/bphoto/fQd-43d5VTdGoWiIroNXfg/o.jpg","https://www.yelp.com/biz/lee-harvey-oswalds-grave-fort-worth?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","Rose Hill Cemetery","","7301 E Lancaster","Fort Worth","76112","US","TX","Rose Hill Cemetery","7301 E Lancaster","Fort Worth, TX 76112"
"","","Grapevine Convention & Visitors Bureau","https://s3-media2.fl.yelpcdn.com/bphoto/A7XhISkY7qWBAVXaE8s1mg/o.jpg","https://www.yelp.com/biz/grapevine-convention-and-visitors-bureau-grapevine?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","636 S Main St","","","Grapevine","76051","US","TX","636 S Main St","Grapevine, TX 76051",""
"","","Thistle Hill House Museum","https://s3-media1.fl.yelpcdn.com/bphoto/8zy0lEVU99QLHE1pS1Rj8A/o.jpg","https://www.yelp.com/biz/thistle-hill-house-museum-fort-worth-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1509 Pennsylvania Ave","","","Fort Worth","76104","US","TX","1509 Pennsylvania Ave","Fort Worth, TX 76104",""
"California","San Francisco","Golden Gate Bridge","https://s3-media3.fl.yelpcdn.com/bphoto/m-wvW5F9KIcysf8BsaEu4w/o.jpg","https://www.yelp.com/biz/golden-gate-bridge-san-francisco?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","","null","","San Francisco","94129","US","CA","San Francisco, CA 94129","",""
"","","Alcatraz Island","https://s3-media3.fl.yelpcdn.com/bphoto/FblALGKxi_VaN-h99n_FyA/o.jpg","https://www.yelp.com/biz/alcatraz-island-san-francisco-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","Alcatraz Island","","","San Francisco","94122","US","CA","Alcatraz Island","San Francisco, CA 94122",""
"","","Pier 39","https://s3-media1.fl.yelpcdn.com/bphoto/QdJ6z1W2nLIAk3pgLkgEfg/o.jpg","https://www.yelp.com/biz/pier-39-san-francisco?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","The Embarcadero And Beach St","","","San Francisco","94133","US","CA","The Embarcadero And Beach St","San Francisco, CA 94133",""
"","","Twin Peaks","https://s3-media2.fl.yelpcdn.com/bphoto/C-0duhDSzR7-Z7YGrr_wCQ/o.jpg","https://www.yelp.com/biz/twin-peaks-san-francisco?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","501 Twin Peaks Blvd","null","","San Francisco","94114","US","CA","501 Twin Peaks Blvd","San Francisco, CA 94114",""
"","","Palace Of Fine Arts","https://s3-media2.fl.yelpcdn.com/bphoto/947-VoWzgNCFq0GLN7t3JA/o.jpg","https://www.yelp.com/biz/palace-of-fine-arts-san-francisco?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","3601 Lyon St","","","San Francisco","94123","US","CA","3601 Lyon St","San Francisco, CA 94123",""
"Ohio","Columbus","German Village","https://s3-media4.fl.yelpcdn.com/bphoto/7EU8LiBnwjdENMj2Lvuq1A/o.jpg","https://www.yelp.com/biz/german-village-columbus-4?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","588 S 3rd St","null","","Columbus","43215","US","OH","588 S 3rd St","Columbus, OH 43215",""
"","","Ohio History Connection","https://s3-media2.fl.yelpcdn.com/bphoto/LpNM8-QCZl_ddpdE_9jIHw/o.jpg","https://www.yelp.com/biz/ohio-history-connection-columbus?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","800 E 17th Ave","","","Columbus","43211","US","OH","800 E 17th Ave","Columbus, OH 43211",""
"","","The Ohio Statehouse","https://s3-media2.fl.yelpcdn.com/bphoto/d3_uP6NOzK479z4y6CpE5g/o.jpg","https://www.yelp.com/biz/the-ohio-statehouse-columbus?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","1 Capitol Square","","","Columbus","43215","US","OH","1 Capitol Square","Columbus, OH 43215",""
"","","City of Columbus Ohio","https://s3-media3.fl.yelpcdn.com/bphoto/tsk1DLV5KW6WB9bo9VaCfA/o.jpg","https://www.yelp.com/biz/surveyResult-of-columbus-ohio-columbus?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","","","","Columbus","43215","US","OH","Columbus, OH 43215","",""
"","","Kelton House","https://s3-media2.fl.yelpcdn.com/bphoto/dRB0jWkbNYzEnTwL8THxjg/o.jpg","https://www.yelp.com/biz/kelton-house-columbus?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","586 E Town St","","","Columbus","43215","US","OH","586 E Town St","Columbus, OH 43215",""
"North Carolina","Charlotte","Historic Latta Plantation","https://s3-media2.fl.yelpcdn.com/bphoto/c7bMyYKxz6MB8zZ6nTHmLg/o.jpg","https://www.yelp.com/biz/historic-latta-plantation-huntersville?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","5225 Sample Rd","","","Huntersville","28078","US","NC","5225 Sample Rd","Huntersville, NC 28078",""
"","","Historic Rosedale Plantation","https://s3-media4.fl.yelpcdn.com/bphoto/YvNatm4F_O-5viMEW5fexQ/o.jpg","https://www.yelp.com/biz/historic-rosedale-plantation-charlotte?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","3427 N Tryon St","","","Charlotte","28206","US","NC","3427 N Tryon St","Charlotte, NC 28206",""
"","","President James K Polk State Historic Site","https://s3-media2.fl.yelpcdn.com/bphoto/XJkuiqRY7Kktab-it2GwdQ/o.jpg","https://www.yelp.com/biz/president-james-k-polk-state-historic-site-pineville?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","12031 Lancaster Hwy","null","null","Pineville","28134","US","NC","12031 Lancaster Hwy","Pineville, NC 28134",""
"","","Camp North End","https://s3-media1.fl.yelpcdn.com/bphoto/ya_02nMLFftf8RIV2I6XHg/o.jpg","https://www.yelp.com/biz/camp-north-end-charlotte?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","5.0","1824 Statesville Ave","","null","Charlotte","28206","US","NC","1824 Statesville Ave","Charlotte, NC 28206",""
"","","Old Settlers' Cemetery","https://s3-media4.fl.yelpcdn.com/bphoto/FaIRBDQlieB3RtwyYXaxVA/o.jpg","https://www.yelp.com/biz/old-settlers-cemetery-charlotte?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","200 W Trade St","","","Charlotte","28202","US","NC","200 W Trade St","Charlotte, NC 28202",""
"Indiana","Indianapolis","Soldiers & Sailors Monument","https://s3-media2.fl.yelpcdn.com/bphoto/bE67lKAhUyczz4od7yjq8Q/o.jpg","https://www.yelp.com/biz/soldiers-and-sailors-monument-indianapolis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","100 Monument Cir","","","Indianapolis","46204","US","IN","100 Monument Cir","Indianapolis, IN 46204",""
"","","Indianapolis Canal Walk","https://s3-media2.fl.yelpcdn.com/bphoto/uD0As6FmLHJNUaqwXFLlmg/o.jpg","https://www.yelp.com/biz/indianapolis-canal-walk-indianapolis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","420 W Ohio St","","","Indianapolis","46202","US","IN","420 W Ohio St","Indianapolis, IN 46202",""
"","","Farm Bureau Insurance Lawn at White River State Park","https://s3-media2.fl.yelpcdn.com/bphoto/d49CyMNxDKXSi81jEyXpEQ/o.jpg","https://www.yelp.com/biz/farm-bureau-insurance-lawn-at-white-river-state-park-indianapolis-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","801 W Washington St","null","","Indianapolis","46204","US","IN","801 W Washington St","Indianapolis, IN 46204",""
"","","Indiana War Memorial","https://s3-media1.fl.yelpcdn.com/bphoto/B35cCp_4D9UH5X7YkU6sDw/o.jpg","https://www.yelp.com/biz/indiana-war-memorial-indianapolis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","431 North Meridian St","","","Indianapolis","46204","US","IN","431 North Meridian St","Indianapolis, IN 46204",""
"","","Benjamin Harrison Presidential Site","https://s3-media3.fl.yelpcdn.com/bphoto/JUMwk7GhPtJW1Q6x9uKsHg/o.jpg","https://www.yelp.com/biz/benjamin-harrison-presidential-site-indianapolis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","1230 N Delaware St","","","Indianapolis","46202","US","IN","1230 N Delaware St","Indianapolis, IN 46202",""
"Washington","Seattle","Space Needle","https://s3-media2.fl.yelpcdn.com/bphoto/qO33EVXh06xargAC8AagDw/o.jpg","https://www.yelp.com/biz/space-needle-seattle?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","400 Broad St","","","Seattle","98109","US","WA","400 Broad St","Seattle, WA 98109",""
"","","Hiram M Chittenden Locks","https://s3-media4.fl.yelpcdn.com/bphoto/u0TayZ61W_wG98SppAPqdw/o.jpg","https://www.yelp.com/biz/hiram-m-chittenden-locks-seattle?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","3015 NW 54th St","","","Seattle","98107","US","WA","3015 NW 54th St","Seattle, WA 98107",""
"","","Observation Deck At the Space Needle","https://s3-media3.fl.yelpcdn.com/bphoto/z5OKaFwyG2ft7H62WArm1Q/o.jpg","https://www.yelp.com/biz/observation-deck-at-the-space-needle-seattle?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","400 Broad St","","","Seattle","98109","US","WA","400 Broad St","Seattle, WA 98109",""
"","","Smith Tower","https://s3-media3.fl.yelpcdn.com/bphoto/zH0BkmK7sY7xmiitLQ5FgQ/o.jpg","https://www.yelp.com/biz/smith-tower-seattle?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","506 2nd Ave","","","Seattle","98104","US","WA","506 2nd Ave","Seattle, WA 98104",""
"","","Pioneer Square","https://s3-media2.fl.yelpcdn.com/bphoto/JKUtWbEWq0lGMobAYMIZMg/o.jpg","https://www.yelp.com/biz/pioneer-square-seattle?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","","","","Seattle","98104","US","WA","Seattle, WA 98104","",""
"Colorado","Denver","The DIA Giant Blue Bronco","https://s3-media1.fl.yelpcdn.com/bphoto/mMd8SnY2zcDj0E7L-RBFQg/o.jpg","https://www.yelp.com/biz/the-dia-giant-blue-bronco-denver?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","8500 Pena Blvd","","","Denver","80249","US","CO","8500 Pena Blvd","Denver, CO 80249",""
"","","Colorado State Government: Capitol Building","https://s3-media2.fl.yelpcdn.com/bphoto/RKOYzkfdZL8vyMnocu-XmA/o.jpg","https://www.yelp.com/biz/colorado-state-government-capitol-building-denver?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","200 E Colfax Ave","Ste 136","","Denver","80203","US","CO","200 E Colfax Ave","Ste 136","Denver, CO 80203"
"","","United States Mint","https://s3-media1.fl.yelpcdn.com/bphoto/_qWM_Y7s-Vh61HIHySBzYw/o.jpg","https://www.yelp.com/biz/united-states-mint-denver?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","320 W Colfax Ave","","","Denver","80204","US","CO","320 W Colfax Ave","Denver, CO 80204",""
"","","I See What You Mean by Lawrence Argent","https://s3-media3.fl.yelpcdn.com/bphoto/-ak9KVvgr1dmjtfOiMPmZg/o.jpg","https://www.yelp.com/biz/i-see-what-you-mean-by-lawrence-argent-denver?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","700 14th St","","Colorado Convention Center","Denver","80202","US","CO","700 14th St","Colorado Convention Center","Denver, CO 80202"
"","","Millennium Bridge","https://s3-media2.fl.yelpcdn.com/bphoto/ScYb_96p_f7zq0RIZUS5Kw/o.jpg","https://www.yelp.com/biz/millennium-bridge-denver?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","16TH St Mall And Chestnut St","","","Denver","80238","US","CO","16TH St Mall And Chestnut St","Denver, CO 80238",""
"District of Columbia","Washington DC","Lincoln Memorial","https://s3-media4.fl.yelpcdn.com/bphoto/pkD8f9c2tpB36ezmeulcVg/o.jpg","https://www.yelp.com/biz/lincoln-memorial-washington-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","5.0","Lincoln Memorial Cir NW","","","Washington, DC","20002","US","DC","Lincoln Memorial Cir NW","Washington, DC 20002",""
"","","The White House","https://s3-media3.fl.yelpcdn.com/bphoto/pFr7lEfW_rsmREhdS51QIw/o.jpg","https://www.yelp.com/biz/the-white-house-washington?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1600 Pennsylvania Ave Nw","","null","Washington, DC","20500","US","DC","1600 Pennsylvania Ave Nw","Washington, DC 20500",""
"","","Washington Monument","https://s3-media2.fl.yelpcdn.com/bphoto/tyXRjTd7yhySxlPI5l9I_Q/o.jpg","https://www.yelp.com/biz/washington-monument-washington?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","15TH St SW","","","Washington, DC","20050","US","DC","15TH St SW","Washington, DC 20050",""
"","","Library of Congress","https://s3-media4.fl.yelpcdn.com/bphoto/q6aEMezCZ_NB8OKtLG0IGQ/o.jpg","https://www.yelp.com/biz/library-of-congress-washington-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","101 Independence Ave SE","null","","Washington, DC","20540","US","DC","101 Independence Ave SE","Washington, DC 20540",""
"","","Ford's Theatre","https://s3-media3.fl.yelpcdn.com/bphoto/TMxzyiWcJcjDP1X0-9f3pQ/o.jpg","https://www.yelp.com/biz/fords-theatre-washington?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","511 10th St NW","","","Washington, DC","20004","US","DC","511 10th St NW","Washington, DC 20004",""
"Texas","El Paso","Airway Light Sculptures","https://s3-media2.fl.yelpcdn.com/bphoto/rT0KkdsXLl_F01FECRHMCg/o.jpg","https://www.yelp.com/biz/airway-light-sculptures-el-paso?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","1001-1039 Airway Blvd","","","El Paso","79925","US","TX","1001-1039 Airway Blvd","El Paso, TX 79925",""
"","","Biggs Army Airfield - East Fort Bliss","https://s3-media4.fl.yelpcdn.com/bphoto/Gbyg21FUtYcEH0rpN_shzg/o.jpg","https://www.yelp.com/biz/biggs-army-airfield-east-fort-bliss-fort-bliss?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","Csm E Slewitzke St","","","Fort Bliss","79918","US","TX","Csm E Slewitzke St","Fort Bliss, TX 79918",""
"","","U.S. - Mexico Border Fence","https://s3-media2.fl.yelpcdn.com/bphoto/MNYXle932HOyGtzoHzCk_w/o.jpg","https://www.yelp.com/biz/u-s-mexico-border-fence-el-paso?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","S Americas Ave & S Zaragoza Rd","","","El Paso","79907","US","TX","S Americas Ave & S Zaragoza Rd","El Paso, TX 79907",""
"","","Magoffin Home State Historical Site","https://s3-media3.fl.yelpcdn.com/bphoto/sy2PjemO47GeMs6zfxutvw/o.jpg","https://www.yelp.com/biz/magoffin-home-state-historical-site-el-paso?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","5.0","1120 Magoffin Ave","","","El Paso","79901","US","TX","1120 Magoffin Ave","El Paso, TX 79901",""
"","","The Mining Minds pickaxe sculpture","https://s3-media4.fl.yelpcdn.com/bphoto/ZdvsIDs16iCJfCvr3lpbNQ/o.jpg","https://www.yelp.com/biz/the-mining-minds-pickaxe-sculpture-el-paso?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","5.0","University Ave","","","El Paso","79902","US","TX","University Ave","El Paso, TX 79902",""
"Massachusetts","Boston","Bunker Hill Monument","https://s3-media2.fl.yelpcdn.com/bphoto/1adtxEw7udLlAq5sHx6PyA/o.jpg","https://www.yelp.com/biz/bunker-hill-monument-charlestown?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","43 Monument Sq","","","Charlestown","02129","US","MA","43 Monument Sq","Charlestown, MA 02129",""
"","","Harvard Square","https://s3-media1.fl.yelpcdn.com/bphoto/bbKj1Cv5jtR9kLJMabRU2g/o.jpg","https://www.yelp.com/biz/harvard-square-cambridge?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","18 Brattle St","null","","Cambridge","02138","US","MA","18 Brattle St","Cambridge, MA 02138",""
"","","Old North Church","https://s3-media1.fl.yelpcdn.com/bphoto/knReI_RWxvz3lIfFSiRp1A/o.jpg","https://www.yelp.com/biz/old-north-church-boston-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","193 Salem St","","","Boston","02113","US","MA","193 Salem St","Boston, MA 02113",""
"","","New England Holocaust Memorial","https://s3-media1.fl.yelpcdn.com/bphoto/snibM9W5tDZOYjqZPPq1KQ/o.jpg","https://www.yelp.com/biz/new-england-holocaust-memorial-boston?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","Congress St","","Between North St and Hanover St","Boston","02109","US","MA","Congress St","Between North St and Hanover St","Boston, MA 02109"
